id,time,y,median,piLower,piUpper,censored
136,55.9274,0.0019,0.0285546,9.04901e-05,0.249928,0
136,64.6327,0.0166,0.123837,0.00291215,0.541015,0
136,69.1323,0.283,0.224622,0.0129768,0.776324,0
136,77.1376,0.9882,0.49958,0.101738,0.963784,0
136,77.5467,0.9839,0.515939,0.109409,0.967163,0
136,78.326,0.9958,0.546595,0.128296,0.972825,0
137,66.5699,0.0856,0.156452,0.00341675,0.669259,0
137,68.2912,0.1027,0.200552,0.00609333,0.742634,0
137,68.7781,0.1162,0.212155,0.00725697,0.761338,0
137,69.1945,0.1035,0.223871,0.00819086,0.776444,0
137,74.5461,0.2681,0.40874,0.0385772,0.925592,0
138,53.8779,0.0099,0.0177823,5.52381e-05,0.190583,0
138,55.8336,0.0018,0.0265567,0.000100811,0.228118,0
138,61.0163,-0.0051,0.06707,0.000648695,0.37419,0
138,66.9944,0.4224,0.166954,0.0050768,0.593142,0
138,67.2965,0.4614,0.174575,0.00565075,0.607449,0
138,80.4322,0.9775,0.660683,0.176088,0.981689,0
138,81.0252,1.005,0.680906,0.198371,0.984648,0
138,82.5391,0.991,0.738419,0.244409,0.990886,0
139,59.8201,0.4043,0.054584,0.000384555,0.303518,0
139,63.7181,0.5364,0.1053,0.00190249,0.429248,0
139,67.1576,0.6334,0.174747,0.00564358,0.594525,0
139,67.3974,0.6457,0.179565,0.00610216,0.606677,0
139,70.6727,0.7167,0.271058,0.0177157,0.778809,0
139,81.5713,0.901,0.701091,0.200301,0.990674,0
140,67.1439,0.1306,0.185102,0.00459212,0.6308,0
140,68.6027,0.1341,0.21815,0.00763799,0.694522,0
140,69.5105,0.1541,0.248366,0.0106136,0.750836,0
140,69.941,0.1571,0.258779,0.0126142,0.771125,0
140,70.3527,0.1643,0.271385,0.0140301,0.786758,0
140,72.0543,0.1802,0.330234,0.023212,0.858536,0
140,72.4964,0.163,0.342511,0.0269718,0.870645,0
140,73.8228,0.2048,0.389377,0.0398695,0.908334,0
141,57.4594,0.0762,0.0346207,0.000173869,0.248903,0
141,64.3149,0.1597,0.104934,0.00275337,0.489109,0
141,72.3955,0.3279,0.306081,0.0360339,0.872662,0
141,79.6888,0.586,0.59368,0.175405,0.983607,0
141,84.5812,0.7102,0.756007,0.323463,0.997696,0
141,85.6224,0.7495,0.789159,0.365433,0.99857,0
142,59.0178,0.3232,0.0494228,0.000255322,0.315517,0
142,60.5173,0.4053,0.0626116,0.00047954,0.358017,0
142,66.9642,0.7028,0.168711,0.00404157,0.612366,0
142,72.3025,0.8772,0.352907,0.0227912,0.824379,0
142,85.5612,0.988,0.804987,0.425791,0.996658,0
142,92.9386,1.0055,0.942375,0.635987,0.99976,0
143,61.0485,0.0228,0.0636412,0.000496029,0.344631,0
143,62.2302,0.0312,0.0792369,0.00077908,0.383864,0
143,65.9296,0.0469,0.137974,0.00292931,0.511325,0
143,66.6034,0.0684,0.153174,0.00361444,0.551738,0
143,70.899,0.1206,0.273577,0.0154405,0.755669,0
143,72.4594,0.2032,0.333288,0.0238685,0.817892,0
143,74.6194,0.2704,0.415507,0.042548,0.88696,0
144,71.886,0.4793,0.275832,0.0193257,0.773435,0
144,76.4099,0.6036,0.440015,0.0664035,0.92516,0
144,77.235,0.6317,0.473624,0.077916,0.943063,0
144,82.1993,0.7488,0.686404,0.191771,0.988761,0
144,85.5716,0.8372,0.803673,0.349919,0.996939,0
144,88.9902,0.8792,0.8737,0.502591,0.999145,0
145,51.5392,0.0301,0.0134667,3.2482e-05,0.160336,0
145,53.8497,0.0056,0.0208309,9.94599e-05,0.1968,0
145,64.9985,0.0074,0.137961,0.00513908,0.523214,0
145,66.5806,0.0067,0.172853,0.00834452,0.573094,0
145,69.7572,0.0272,0.251582,0.0191265,0.777834,0
146,56.0333,0.0264,0.0250532,3.99528e-05,0.211765,0
146,61.6456,0.1208,0.0598552,0.000399853,0.366917,0
146,77.6404,0.7582,0.5108,0.0858058,0.949152,0
146,78.0891,0.7858,0.529258,0.0955472,0.953488,0
146,81.2936,0.8816,0.656548,0.173627,0.979956,0
147,59.5817,0.3669,0.0560168,0.000300231,0.319977,0
147,64.0995,0.7006,0.109573,0.00140748,0.510206,0
147,68.4943,0.8925,0.200826,0.00654684,0.706984,0
147,73.098,0.9749,0.347515,0.025882,0.870889,0
147,73.9302,0.9788,0.372876,0.0328588,0.894038,0
148,62.7638,0.1392,0.0809508,0.000695681,0.422575,0
148,75.8721,0.5748,0.4454,0.061387,0.906754,0
148,81.1009,0.7852,0.637137,0.177991,0.981549,0
148,84.9851,0.8524,0.765705,0.353068,0.99615,0
148,89.7293,0.9122,0.880968,0.524435,0.999099,0
149,66.7763,0.1179,0.187926,0.00522113,0.588929,0
149,67.7766,0.1463,0.20999,0.00747452,0.639183,0
149,71.2157,0.2499,0.315606,0.0197851,0.810871,0
149,71.9676,0.2629,0.339847,0.0241161,0.83889,0
149,72.5346,0.2885,0.358349,0.0281746,0.856376,0
149,72.6474,0.3071,0.360361,0.0290578,0.859374,0
149,75.122,0.3804,0.456483,0.0570105,0.919848,0
149,76.6067,0.4448,0.514492,0.0829816,0.94275,0
149,77.3459,0.5215,0.547211,0.102881,0.950278,0
150,65.3815,0.0851,0.133852,0.00177044,0.5574,0
150,67.6105,0.1576,0.184682,0.00387521,0.649005,0
150,67.7647,0.1375,0.187619,0.00403554,0.653408,0
150,68.8769,0.1669,0.217353,0.00579124,0.700116,0
150,71.5213,0.2698,0.313664,0.0123303,0.796778,0
150,71.5545,0.2487,0.314429,0.0124734,0.797654,0
150,71.9614,0.2367,0.326953,0.0143681,0.808164,0
151,61.1588,0.1021,0.0678295,0.00056308,0.370681,0
151,67.1962,0.1337,0.177996,0.00429263,0.61794,0
151,70.6605,0.1611,0.277766,0.0123955,0.753037,0
151,73.4731,0.1878,0.376348,0.0323916,0.876872,0
151,73.6102,0.1796,0.381636,0.0339332,0.881581,0
151,74.4491,0.196,0.416818,0.0420764,0.906527,0
151,76.2831,0.216,0.487337,0.0617495,0.940609,0
151,76.9814,0.2114,0.518192,0.0704963,0.952824,0
151,79.4476,0.2603,0.613544,0.113961,0.976895,0
152,51.6485,0.038,0.0118024,1.5343e-05,0.159148,0
152,57.1745,0.0594,0.0302667,9.50249e-05,0.260125,0
152,57.8185,0.0702,0.0335958,0.000114786,0.272777,0
152,63.6066,0.1418,0.0999173,0.000906818,0.468912,0
152,74.022,0.3843,0.370882,0.0331951,0.897435,0
152,83.3999,0.6752,0.730497,0.254268,0.993341,0
152,83.9014,0.6984,0.742921,0.26828,0.994544,0
152,86.8768,0.7849,0.825798,0.385727,0.998669,0
153,56.342,0.0181,0.0285332,8.6405e-05,0.273597,0
153,57.3442,0.0103,0.0345155,0.000126172,0.301656,0
153,69.5139,0.1437,0.225758,0.00842583,0.799073,0
153,72.2081,0.1876,0.30842,0.0193369,0.8932,0
153,76.03,0.3166,0.44231,0.0584362,0.956137,0
153,77.7032,0.4009,0.505103,0.0899481,0.969362,0
153,79.1033,0.4501,0.566374,0.123371,0.97852,0
154,63.3483,0.0166,0.105858,0.00168435,0.427363,0
154,68.2342,0.0124,0.210272,0.00907558,0.65601,0
154,72.6394,0.0024,0.339443,0.0305734,0.844269,0
154,77.2938,0.0747,0.5229,0.0746432,0.958198,0
154,77.4574,0.0884,0.52808,0.0774595,0.959934,0
155,65.9265,0.1466,0.158199,0.00302217,0.663848,0
155,68.7756,0.1626,0.230091,0.00752803,0.784313,0
155,72.4626,0.2484,0.343085,0.0218791,0.880365,0
155,78.1245,0.3731,0.543207,0.0877128,0.975074,0
155,78.7041,0.3818,0.565538,0.0988884,0.978501,0
156,60.2506,0.0168,0.0636409,0.000837673,0.34723,0
156,67.3821,0.0182,0.185295,0.00762219,0.707113,0
156,69.1671,0.0291,0.228358,0.0132355,0.783371,0
156,69.9583,0.0267,0.253643,0.017227,0.814061,0
156,70.7604,0.0442,0.272677,0.0219534,0.836167,0
156,78.591,0.1284,0.59051,0.152012,0.979517,0
156,85.4339,0.3564,0.825216,0.358628,0.997354,0
156,89.2099,0.5317,0.897552,0.468107,0.999383,0
157,58.6464,0.0514,0.0386151,0.000297246,0.307486,0
157,61.1512,0.089,0.0624067,0.000765874,0.396967,0
157,68.0145,0.507,0.171869,0.00611718,0.754441,0
157,71.0022,0.7396,0.25758,0.0157779,0.85833,0
157,71.3424,0.7788,0.273642,0.0174024,0.865283,0
157,71.5272,0.7722,0.279903,0.0181849,0.86924,0
157,72.1756,0.798,0.301828,0.0212323,0.887071,0
157,73.4521,0.8669,0.34672,0.0283878,0.912715,0
158,52.9805,0.0932,0.0169396,7.9939e-05,0.170841,0
158,61.7772,0.3347,0.0776049,0.00140823,0.370659,0
158,74.6147,0.7733,0.418961,0.0559786,0.902574,0
158,80.1399,0.9215,0.651006,0.162535,0.987397,0
158,80.6734,0.9034,0.672657,0.177846,0.98986,0
158,82.0295,0.9199,0.719575,0.226408,0.993853,0
158,82.1392,0.9289,0.722659,0.229113,0.994061,0
158,82.6374,0.9209,0.740604,0.241684,0.995048,0
158,86.0323,0.9389,0.834813,0.365613,0.998612,0
159,48.4612,-0.0088,0.00761819,6.87554e-06,0.142872,0
159,51.4478,0.0219,0.0135169,1.99538e-05,0.170632,0
159,65.9396,0.0532,0.153305,0.00304853,0.614091,0
159,73.897,0.1657,0.370597,0.0396842,0.897786,0
159,84.1076,0.5202,0.77146,0.302355,0.995087,0
159,84.9504,0.5456,0.798823,0.32828,0.996272,0
159,91.929,0.7756,0.926625,0.540431,0.999719,0
160,57.9075,0.0454,0.0330784,6.38813e-05,0.268512,0
160,59.7097,0.05,0.045087,0.000135864,0.323659,0
160,70.6953,0.1969,0.240399,0.0112326,0.828774,0
160,73.0226,0.2617,0.32553,0.0227685,0.903677,0
160,76.3322,0.3718,0.438635,0.0511492,0.962823,0
160,76.9555,0.3874,0.477744,0.0583376,0.970999,0
160,79.3737,0.4888,0.598144,0.115692,0.987079,0
161,60.0136,0.0207,0.0535283,0.000447628,0.341663,0
161,63.5512,0.0319,0.0961464,0.00154113,0.465162,0
161,68.201,0.0431,0.200521,0.00905181,0.660937,0
161,72.828,0.1684,0.349734,0.0347767,0.853642,0
161,73.0562,0.1639,0.357396,0.0365537,0.8603,0
162,54.3457,0.0012,0.0169643,3.57866e-05,0.174725,0
162,54.9085,-0.0023,0.0195632,4.34838e-05,0.183744,0
162,58.4851,0.0196,0.0383091,0.00016744,0.263269,0
162,78.9748,0.1036,0.555821,0.0927345,0.96098,0
162,85.9878,0.2392,0.812179,0.353354,0.996961,0
163,55.6919,0.0405,0.0278167,7.67135e-05,0.213786,0
163,63.8994,0.0821,0.103006,0.00153815,0.473814,0
163,77.4368,0.2897,0.512492,0.0939815,0.962821,0
163,81.4161,0.3654,0.674213,0.221137,0.990299,0
163,90.7329,0.6114,0.906566,0.53179,0.999667,0
164,48.7189,0.0464,0.00688795,4.70208e-06,0.121596,0
164,52.5939,0.0575,0.0139933,1.89025e-05,0.157954,0
164,55.7551,0.0816,0.0251132,7.10363e-05,0.21417,0
164,61.7252,0.1293,0.0712062,0.000660192,0.413476,0
164,63.804,0.1475,0.102072,0.00144723,0.488954,0
164,67.2686,0.1604,0.171607,0.00415951,0.66316,0
164,70.8213,0.1862,0.264499,0.0115239,0.830134,0
164,78.5915,0.2865,0.556098,0.103798,0.979499,0
164,84.1161,0.3589,0.755086,0.267744,0.995489,0
165,58.5037,0.027,0.0362981,0.000199047,0.28395,0
165,68.3994,0.298,0.184711,0.00536317,0.703587,0
165,68.679,0.3027,0.193291,0.00575323,0.715322,0
165,79.1703,0.8683,0.585966,0.0951654,0.971508,0
165,84.3181,0.9531,0.783313,0.271034,0.995574,0
165,84.7937,0.9591,0.79962,0.293143,0.996153,0
166,61.2419,0.0598,0.0666536,0.000510962,0.35298,0
166,62.4431,0.0713,0.081674,0.000995738,0.384398,0
166,68.3105,0.1335,0.191016,0.00867753,0.644671,0
166,72.7739,0.2311,0.339057,0.0343895,0.853663,0
166,76.5382,0.3241,0.482983,0.0991579,0.945629,0
166,78.2204,0.361,0.577238,0.14778,0.96911,0
166,78.7336,0.3724,0.594399,0.160718,0.97342,0
167,57.7399,0.1196,0.0324912,0.000140784,0.267658,0
167,58.2675,0.1205,0.0364981,0.000167376,0.281472,0
167,65.8612,0.167,0.12397,0.00193625,0.561283,0
167,66.8586,0.1979,0.143721,0.00318648,0.611998,0
167,68.541,0.1787,0.18318,0.005381,0.670356,0
167,76.1917,0.2066,0.428177,0.0508406,0.964093,0
167,82.2848,0.2817,0.668288,0.196643,0.994443,0
168,64.5615,-0.0144,0.115673,0.00113571,0.544534,0
168,65.3185,0.0019,0.132675,0.00144961,0.582239,0
168,65.9907,-0.0043,0.146404,0.00183445,0.608479,0
168,67.1515,0.0059,0.17185,0.0027547,0.665919,0
168,68.5067,-0.0088,0.211412,0.00442702,0.741223,0
168,70.2444,0.0048,0.26685,0.00843274,0.793068,0
168,71.8122,0.0062,0.314777,0.015308,0.840673,0
168,76.0416,-0.0028,0.453221,0.0531163,0.94022,0
168,77.5318,0.0057,0.512065,0.0771504,0.957849,0
169,53.1413,0.0161,0.0177286,3.09513e-05,0.167796,0
169,55.044,0.0159,0.0249066,5.41005e-05,0.194906,0
169,55.5271,0.0133,0.0273341,6.36956e-05,0.201089,0
169,58.2405,0.0376,0.0425256,0.000167322,0.244157,0
169,65.0748,0.3489,0.128021,0.00215171,0.463351,0
169,72.0066,0.8564,0.29744,0.0260411,0.792807,0
169,79.0062,0.9812,0.577172,0.157466,0.959482,0
170,72.0431,0.3221,0.325298,0.024026,0.843059,0
170,73.2607,0.3575,0.371216,0.0333791,0.883852,0
170,75.99,0.4982,0.482277,0.0690967,0.947786,0
170,76.3695,0.4984,0.494088,0.0767424,0.953412,0
170,76.5607,0.5204,0.500852,0.0792661,0.956209,0
170,77.4392,0.5507,0.533431,0.0969646,0.965999,0
170,79.0552,0.64,0.600118,0.139918,0.978454,0
170,82.8356,0.7845,0.745869,0.274545,0.992636,0
170,83.2978,0.8006,0.758594,0.291606,0.993734,0
171,60.6756,0.1699,0.0618375,0.000319911,0.33065,0
171,65.2312,0.2122,0.124894,0.0015657,0.501758,0
171,65.6973,0.2143,0.135467,0.00210409,0.533829,0
171,67.441,0.2656,0.17522,0.00386432,0.602999,0
171,68.8435,0.2646,0.214421,0.00578255,0.656992,0
171,73.396,0.324,0.36546,0.0265621,0.848147,0
171,76.4305,0.3542,0.478412,0.0614809,0.929188,0
171,78.0027,0.404,0.53827,0.0941514,0.955122,0
171,82.926,0.4728,0.73646,0.250614,0.988857,0
172,63.1234,0.1409,0.107759,0.00127227,0.46942,0
172,63.4718,0.1068,0.113209,0.0014916,0.489986,0
172,65.8626,0.1688,0.153932,0.00420982,0.598053,0
172,66.1189,0.1608,0.159316,0.00448177,0.610331,0
172,67.8109,0.2253,0.199648,0.0078053,0.70649,0
172,70.8281,0.3112,0.291896,0.0211044,0.865167,0
172,71.1087,0.2994,0.302769,0.0240261,0.881554,0
172,73.358,0.3807,0.370494,0.0422049,0.952855,0
173,66.1808,0.2979,0.149887,0.00208126,0.592008,0
173,66.5486,0.338,0.156689,0.00240188,0.612648,0
173,67.1809,0.3709,0.168074,0.00326141,0.639495,0
173,69.5148,0.5818,0.237084,0.00812153,0.734756,0
173,72.7794,0.771,0.339175,0.02115,0.866271,0
173,72.809,0.7938,0.3398,0.0212651,0.866956,0
173,76.9544,0.9349,0.489213,0.0643529,0.956163,0
174,50.879,0.0779,0.0106866,5.1455e-06,0.138579,0
174,54.517,0.1101,0.0211629,2.50053e-05,0.191512,0
174,55.8733,0.1231,0.0269478,4.46505e-05,0.227945,0
174,58.1486,0.1377,0.0406619,0.00010919,0.301301,0
174,61.1018,0.1646,0.0637049,0.000366212,0.393262,0
174,64.0717,0.203,0.105018,0.00129322,0.533456,0
174,72.0895,0.3006,0.317718,0.0179175,0.856528,0
174,74.5535,0.3406,0.407966,0.0366981,0.90937,0
174,77.5768,0.3756,0.535327,0.0894244,0.965069,0
175,51.1781,0.052,0.0111264,9.41462e-06,0.180219,0
175,55.0188,0.0767,0.0220795,4.79582e-05,0.240226,0
175,59.5431,0.1286,0.0534253,0.000275081,0.347748,0
175,65.3359,0.207,0.131948,0.00231093,0.530942,0
175,69.2616,0.2997,0.234943,0.010273,0.743033,0
175,74.3011,0.4079,0.409345,0.0392094,0.917641,0
175,75.6499,0.4514,0.465657,0.0631241,0.940713,0
175,76.1175,0.461,0.482852,0.0718044,0.946803,0
175,89.7762,0.7877,0.900947,0.517028,0.999374,0
176,63.5891,0.2372,0.10701,0.00217571,0.438915,0
176,64.0778,0.2753,0.115268,0.00243723,0.45961,0
176,65.552,0.3077,0.143719,0.00395479,0.566256,0
176,68.885,0.4707,0.227665,0.00966494,0.723283,0
176,69.2856,0.4709,0.239933,0.0108523,0.740005,0
176,74.0595,0.6937,0.392859,0.0404917,0.909501,0
177,55.1832,-0.0084,0.0254638,7.04631e-05,0.223174,0
177,59.8944,0.0089,0.0566311,0.000515005,0.322587,0
177,61.6495,0.0085,0.0753219,0.0011104,0.3766,0
177,67.5377,0.0008,0.188012,0.00691406,0.664581,0
177,67.6358,0.0185,0.190013,0.00711446,0.670728,0
178,59.1256,0.0081,0.0471992,0.000329455,0.325069,0
178,64.0829,0.0021,0.106173,0.00182769,0.496512,0
178,85.5217,0.4937,0.772481,0.333206,0.997052,0
178,85.7092,0.4898,0.779962,0.341556,0.997281,0
178,87.6891,0.5799,0.840008,0.40403,0.998639,0
179,55.7778,0.0324,0.0271839,9.39942e-05,0.230209,0
179,62.6241,0.1292,0.0837586,0.00114311,0.4104,0
179,65.1452,0.2227,0.125256,0.00251557,0.533117,0
179,76.5347,0.7794,0.476228,0.0842182,0.940127,0
179,81.6849,0.9211,0.679397,0.254703,0.983653,0
179,85.5876,0.9802,0.79451,0.394953,0.996119,0
179,90.6792,0.9892,0.914297,0.541458,0.999405,0
180,48.7092,0.0237,0.00858338,8.10142e-06,0.117267,0
180,54.7228,0.1009,0.0274646,7.40131e-05,0.205907,0
180,57.2347,0.1432,0.0413239,0.000181666,0.251602,0
180,58.1215,0.1691,0.048176,0.000246825,0.274222,0
180,58.5143,0.1669,0.0523078,0.000279097,0.284482,0
180,60.974,0.2728,0.0793801,0.00058508,0.339673,0
180,61.5555,0.2721,0.0861329,0.000708402,0.367566,0
180,63.062,0.3269,0.105857,0.00131839,0.41709,0
180,67.2185,0.4875,0.192376,0.00549184,0.595995,0
181,61.0788,0.0125,0.0721928,0.000960275,0.379385,0
181,61.3561,0.0006,0.0741576,0.00104747,0.386588,0
181,68.5444,0.0947,0.213814,0.00985635,0.68848,0
181,75.0887,0.5893,0.428976,0.0864875,0.914924,0
181,78.2594,0.8346,0.555629,0.164005,0.964815,0
181,78.7911,0.869,0.583538,0.180238,0.970123,0
182,56.5295,0.1837,0.0293986,0.00016652,0.25947,0
182,58.5375,0.1983,0.0415298,0.000331491,0.310227,0
182,63.3366,0.2511,0.0958657,0.00172542,0.509069,0
182,64.0165,0.2541,0.108326,0.00199042,0.534562,0
182,69.2152,0.3313,0.236988,0.00781872,0.758233,0
182,69.2546,0.3228,0.237722,0.00789981,0.75931,0
182,71.9262,0.3785,0.331326,0.0187155,0.86737,0
182,73.6141,0.3992,0.394685,0.0306036,0.901023,0
183,62.16,0.1171,0.0897986,0.00127644,0.360727,0
183,70.8306,0.2809,0.300438,0.0172965,0.770578,0
183,71.2795,0.2803,0.311974,0.0198776,0.797553,0
183,74.7127,0.3792,0.440112,0.0550556,0.914154,0
183,75.7908,0.4268,0.482683,0.0704937,0.934428,0
184,56.9906,0.0493,0.031041,0.00011357,0.263292,0
184,58.8526,0.0415,0.0436527,0.000247586,0.297341,0
184,63.3456,0.1047,0.0930742,0.00126622,0.452274,0
184,65.2347,0.1556,0.1251,0.00282928,0.53676,0
184,69.7042,0.2978,0.23342,0.0116514,0.78037,0
184,76.047,0.5621,0.449127,0.0770647,0.940183,0
184,78.374,0.6572,0.560424,0.128581,0.965101,0
184,83.9059,0.8331,0.753043,0.320214,0.993255,0
185,63.9841,0.0125,0.11483,0.00179851,0.523338,0
185,66.9899,0.0459,0.183025,0.00465896,0.670358,0
185,67.4091,0.053,0.191316,0.00520735,0.68947,0
185,71.8339,0.1813,0.314456,0.0208025,0.86861,0
185,75.371,0.3772,0.436143,0.0541888,0.940093,0
185,75.7145,0.4274,0.447451,0.0586191,0.945714,0
185,79.3022,0.7009,0.590765,0.128967,0.980573,0
185,80.3582,0.7757,0.62706,0.149764,0.987715,0
186,55.2042,0.0167,0.0236232,2.65432e-05,0.194802,0
186,57.4192,0.0236,0.0344406,7.02504e-05,0.234202,0
186,57.5007,0.0328,0.0347892,7.27069e-05,0.235897,0
186,59.3098,0.0437,0.0461695,0.000156433,0.292914,0
186,60.3771,0.0623,0.0586988,0.000256957,0.323232,0
186,70.3915,0.3054,0.248138,0.00793222,0.721257,0
186,71.1207,0.3353,0.273142,0.00985969,0.759022,0
186,71.1366,0.3258,0.27338,0.00990017,0.75956,0
186,74.9519,0.5145,0.427874,0.0302196,0.902394,0
187,65.0137,0.5899,0.121103,0.00247557,0.465693,0
187,68.1413,0.8858,0.185444,0.00619845,0.6255,0
187,70.9675,0.9839,0.275078,0.0136622,0.763198,0
187,71.1763,0.9732,0.282287,0.0143628,0.771384,0
187,71.8587,0.999,0.303841,0.0183604,0.793951,0
187,72.1459,0.9837,0.313385,0.0206002,0.801767,0
187,75.6768,1.001,0.437648,0.0569343,0.922131,0
188,57.3009,0.014,0.0372001,0.000122569,0.26111,0
188,66.1499,0.0743,0.154902,0.00277086,0.553577,0
188,67.9665,0.0669,0.197485,0.00483944,0.640282,0
188,78.2578,0.4282,0.571741,0.118803,0.958374,0
188,83.056,0.6621,0.741547,0.296433,0.989472,0
189,65.4887,0.1866,0.129686,0.00348189,0.487564,0
189,66.0985,0.211,0.145388,0.00424635,0.51839,0
189,67.0668,0.2283,0.168886,0.00589477,0.55934,0
189,70.4921,0.2639,0.269956,0.0164882,0.73847,0
189,70.9499,0.2697,0.28877,0.0192835,0.766489,0
189,74.5402,0.3489,0.412586,0.0544118,0.888098,0
189,75.0092,0.3641,0.433241,0.0600564,0.899066,0
190,70.5169,0.209,0.248012,0.0151405,0.761442,0
190,72.3179,0.3574,0.299291,0.0263119,0.821199,0
190,74.5064,0.5661,0.381506,0.0425604,0.901204,0
190,76.4926,0.7524,0.467204,0.0671425,0.945383,0
190,76.8443,0.8052,0.481498,0.0718529,0.951906,0
190,77.1857,0.8123,0.498452,0.0772516,0.956721,0
190,81.9643,0.9798,0.699442,0.228415,0.990256,0
191,51.5886,0.0307,0.0126866,1.30564e-05,0.160281,0
191,61.8786,0.0963,0.0783147,0.000691226,0.38627,0
191,68.1952,0.2008,0.201845,0.00724727,0.657537,0
191,69.7053,0.2539,0.242348,0.0105568,0.724762,0
191,72.0282,0.3441,0.319618,0.0205757,0.816274,0
191,73.8647,0.3652,0.386213,0.0473555,0.867105,0
191,75.4382,0.4349,0.450975,0.0735692,0.917854,0
191,82.5286,0.7069,0.717459,0.252923,0.993158,0
192,60.7933,0.3871,0.055515,0.000296075,0.357243,0
192,61.3318,0.4182,0.0609129,0.000346574,0.389969,0
192,61.4635,0.4353,0.0621521,0.000365473,0.399172,0
192,62.9885,0.5266,0.083436,0.000652994,0.453873,0
192,65.6262,0.6745,0.121809,0.00164964,0.610778,0
192,76.8564,0.9853,0.46528,0.0756677,0.956337,0
192,78.0959,0.9946,0.523356,0.102484,0.966205,0
192,84.7984,0.9856,0.778415,0.347715,0.996833,0
193,62.572,0.0523,0.089114,0.001331,0.411298,0
193,67.8129,0.0516,0.194886,0.00586468,0.676783,0
193,71.1228,0.0838,0.307301,0.0189141,0.819626,0
193,72.4364,0.1032,0.352765,0.0265272,0.878655,0
193,74.6558,0.1213,0.425902,0.0452703,0.927848,0
193,76.4404,0.1259,0.495044,0.0680105,0.958283,0
193,76.948,0.135,0.523145,0.0763545,0.963261,0
193,77.5088,0.1503,0.543777,0.0874703,0.969371,0
193,84.8809,0.2525,0.786269,0.321277,0.997665,0
194,66.4909,0.2263,0.162858,0.00115873,0.604077,0
194,68.2995,0.3142,0.210078,0.00218206,0.687129,0
194,70.6948,0.4432,0.274433,0.00512405,0.782072,0
194,71.2376,0.4674,0.291243,0.0062312,0.80293,0
194,72.0753,0.5308,0.324104,0.00843824,0.826133,0
194,73.1836,0.5895,0.358478,0.0160087,0.854931,0
194,73.1848,0.5839,0.35851,0.0160151,0.854967,0
194,74.2304,0.6446,0.388601,0.0262676,0.884099,0
194,74.8038,0.6758,0.407485,0.0308069,0.895388,0
195,50.3841,0.0291,0.0157685,6.38431e-06,0.152355,0
195,56.2444,0.0584,0.0375623,7.00304e-05,0.260164,0
195,63.3864,0.1745,0.115722,0.000827436,0.508965,0
195,71.1737,0.4595,0.298677,0.0132861,0.811257,0
195,73.346,0.5643,0.373431,0.0299578,0.876017,0
195,81.468,0.8481,0.674427,0.236759,0.984172,0
195,83.2667,0.8752,0.738779,0.296502,0.990293,0
196,56.3796,0.0532,0.0325768,0.000176598,0.265036,0
196,70.8059,0.5982,0.290156,0.023016,0.820803,0
196,72.7868,0.7067,0.356799,0.0359982,0.89199,0
196,79.7757,0.9196,0.621128,0.146487,0.98302,0
196,81.0916,0.9415,0.679337,0.18825,0.988207,0
196,84.4484,0.9745,0.781839,0.32316,0.99666,0
196,84.8284,0.9867,0.790451,0.333921,0.997107,0
197,66.0991,0.0686,0.138725,0.00340186,0.586415,0
197,67.4483,0.1057,0.16679,0.00557174,0.668413,0
197,67.8147,0.1126,0.175279,0.0063096,0.685025,0
197,68.1026,0.129,0.181625,0.00706021,0.70113,0
197,71.686,0.2593,0.276827,0.0197552,0.85673,0
197,72.3009,0.3101,0.298566,0.0221094,0.87505,0
197,72.4651,0.309,0.303765,0.0228409,0.879488,0
198,47.1695,0.0018,0.00679899,3.95636e-06,0.116376,0
198,50.6527,-0.0028,0.0118268,1.64122e-05,0.155422,0
198,52.5642,-0.0031,0.0157616,3.41061e-05,0.18267,0
198,56.5125,-0.0037,0.0316763,0.000169085,0.247339,0
198,65.05,0.0076,0.120792,0.00415563,0.495609,0
198,69.5219,0.05,0.22311,0.0149411,0.743181,0
198,79.4597,0.9642,0.571642,0.144859,0.978275,0
199,60.841,0.1181,0.0735962,0.000568183,0.337473,0
199,61.5702,0.1636,0.0832074,0.000705795,0.377529,0
199,63.5029,0.2302,0.110469,0.00129469,0.483041,0
199,70.3619,0.5999,0.269928,0.0144748,0.800632,0
199,73.3937,0.7636,0.379599,0.0364298,0.914639,0
199,73.623,0.7636,0.387788,0.038063,0.918953,0
199,75.1121,0.8216,0.443671,0.0564768,0.94593,0
199,76.0016,0.8524,0.475027,0.0729852,0.958218,0
200,63.8456,0.2311,0.103356,0.0021621,0.448006,0
200,68.4156,0.3349,0.195733,0.00899398,0.692524,0
200,71.8237,0.4357,0.299395,0.0239039,0.868953,0
200,74.6269,0.5079,0.412848,0.0506612,0.932534,0
200,79.7222,0.6454,0.616834,0.145334,0.9854,0
200,79.883,0.6471,0.62051,0.149499,0.986285,0
200,83.2226,0.746,0.742259,0.271809,0.994444,0
201,48.0215,0.0112,0.00643297,2.83558e-06,0.134446,0
201,49.697,0.029,0.0088646,5.44174e-06,0.151697,0
201,54.4141,0.0402,0.0204389,3.18685e-05,0.233434,0
201,57.8768,0.0344,0.0385153,0.000117417,0.316834,0
201,63.0392,0.0781,0.0935061,0.000742462,0.499217,0
201,69.0919,0.1129,0.211283,0.00783297,0.774052,0
201,70.4265,0.1216,0.251506,0.0112836,0.823278,0
201,81.8795,0.3096,0.70455,0.222179,0.994661,0
